scene_num,scene_title,component,category,source_file
5,Sidecar Sprint: 4 Rails in 20 Minutes,✓ 4 station sheets; master ledger row.,station,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf
6,Two■Scientist Theorem■Card Resolution,Scene 6: Two■Scientist Theorem■Card Resolution,theorem,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution, Resolve disputes with claim/evidence/Δ■lift/receipt cards.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution, Preserve minority view as Non■Working breadcrumb with hash.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,"Theorem cards, claim wall, mirror worksheet.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,"Theorem cards, claim wall, mirror worksheet.",theorem,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,■■ Each writes claim+assumptions; test under shared mirror; record receipts; promote passing; archive,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,■■ Each writes claim+assumptions; test under shared mirror; record receipts; promote passing; archive,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,"✓ Card stack, mirror sheet, ledger snippet.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
6,Two■Scientist Theorem■Card Resolution,"✓ Card stack, mirror sheet, ledger snippet.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf
7,8■Person Table with Neighbor Lanes," Role mesh, not silos: 8 seats, 2■bit lanes, neighbor hand■offs.",role,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf
7,8■Person Table with Neighbor Lanes,"Round table, role badges, coordination board.",role,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf
7,8■Person Table with Neighbor Lanes,■■ Assign roles; run 2 cycles; enforce neighbor receipts; rotate seats; compare throughput.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf
7,8■Person Table with Neighbor Lanes,■■ Assign roles; run 2 cycles; enforce neighbor receipts; rotate seats; compare throughput.,role,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf
7,8■Person Table with Neighbor Lanes,Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf
7,8■Person Table with Neighbor Lanes,"✓ Coord board photo, ledger rows.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf
8,Card■Deck CQE + Lab Stations,Scene 8: Card■Deck CQE + Lab Stations,station,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf
8,Card■Deck CQE + Lab Stations,"■■ Map aces→primitives, 2–8 synthesis, 9 full idea, 10 parity twin; face cards = observers; jokers =",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf
8,Card■Deck CQE + Lab Stations,"■■ Map aces→primitives, 2–8 synthesis, 9 full idea, 10 parity twin; face cards = observers; jokers =",role,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf
8,Card■Deck CQE + Lab Stations,Cartan links; run octet/mirror/Δ/strict; pause for a measurement; re■enter.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf
8,Card■Deck CQE + Lab Stations,Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf
8,Card■Deck CQE + Lab Stations,"✓ Card photo, metric sheet, ledger.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf
9,Hypercube→Toroidal Chamber (4■bit Hubs),Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf
9,Hypercube→Toroidal Chamber (4■bit Hubs),"✓ Assembled model photos, notes, ledger.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf
10,Sound & Subharmonics Viewer (Cartan, Map harmonic stack to octet; subharmonics to Cartan ‘outside’ nudges.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf
10,Sound & Subharmonics Viewer (Cartan,Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf
10,Sound & Subharmonics Viewer (Cartan,"— Tone pair, beat freq, Δ■lift, receipt.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf
10,Sound & Subharmonics Viewer (Cartan,"✓ Spectrogram sheet, receipt.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf
11,Primordial→EM→Thermo: Meaning■Token Safety, Bind tokens late; redact dangerous meaning; still keep form receipts.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf
11,Primordial→EM→Thermo: Meaning■Token Safety, Practice stand■in overlays for sensitive domains.,overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf
11,Primordial→EM→Thermo: Meaning■Token Safety,■■ Run with stand■ins; mark any sensitive tokens red; keep octet/mirror/Δ/strict; commit with redacted,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf
11,Primordial→EM→Thermo: Meaning■Token Safety,receipts.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf
11,Primordial→EM→Thermo: Meaning■Token Safety,Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf
11,Primordial→EM→Thermo: Meaning■Token Safety,"✓ Redacted ledger row, safe receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"— Viewer indices, hotspot ids, Δ■lift chosen, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"✓ Viewer overlays, ledger row.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"✓ Viewer overlays, ledger row.",overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf
13,Not Lattice Flattery: Governance by Geometry,Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf
13,Not Lattice Flattery: Governance by Geometry,"— Falsifier ids (F1–F4), outcomes, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf
13,Not Lattice Flattery: Governance by Geometry,"✓ Counterexample log, ledger.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","— Blue/red pair id, hashes, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf
15,"Capstone: Three■Track Non■Toy (Optics, DNA,", Run three independent rails on one shell; compare receipts; compress meanings.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Three stations; octet master; metrics per rail.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Three stations; octet master; metrics per rail.,station,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",■■ Each rail performs octet/mirror/Δ/strict; commit or annihilate; compress repeating Δ■lifts into a,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","— Rail receipts, meaning pack v#, anchor id.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",✓ 3 receipts; promoted pack doc; anchor ledger row.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf
