token,deg,reconnections,recon_cat,recon_gain,w_pre_sum,w_post_sum,gain_ratio,Δlambda2,Δmdl,post_lambda2,post_triad,post_size,band8_old,mod24_old,band8_new,mod24_new,Δband,Δmod24,H_pre,H_post,ΔH,C_pre,C_post,ΔC,mod24,band8,lambda_gain,mdl_gain,braid_simpl,reconn_any,s_gain_ratio,s_dlam,s_mdl,closure_index,in_topq_m24,in_topq_b8,stage0,stage1,stage2,stage3,stage4,stage5,evidence_tier,formal_certified,formal_certified_v2,formal_certified_v3
form,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
formula,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
forward,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
found,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
framework,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
full,1,0,0,0,0.7201942724441152,0.7201942724441152,1.0,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
function,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
functions,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
further,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
generate,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
get,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
given,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
golden,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
graph,3,0,0,0,2.1605828173323456,1.6204371129992592,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
has,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
hash,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
high,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
hodge,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
hypothesis,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
implement,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
include,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
initialize,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
insights,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
interaction,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
is_valid_permutation,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
item,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
k-mer,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
key,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
knowledge,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
lambda,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
laminate,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
law,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
len,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
limbo_list,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
linalg,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
log,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
logger,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
logic,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
map,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
mass,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
math,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
me,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
method,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
methods,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
metrics,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
min,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
missing,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
moderate,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
most,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
name__,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
needed,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
next,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
no,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
not,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
np,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
objective,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
or,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
parity,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
performance,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
perm,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
permutation,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
permutations,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
potential,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
preservation,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
priority,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
progress,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
proof,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
py,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
pytest,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
quantum,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
ratio,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
re,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
real,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
recursive,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
reference_channels,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
refine,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
representation,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
representations,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
result,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
roots,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
rules,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
run,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
said,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
scale,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
score,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
scores,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
segment,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
self,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
separation,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
setup,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
shell,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
show,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
signs,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
size,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
solution,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
specific,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
sqrt,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
start_time,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
state,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
status,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
storage,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
strong,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
structures,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
systematic,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
tasks,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
tested,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
testing,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
tests,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
them,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
theorem,1,0,0,0,0.7201942724441152,0.7201942724441152,1.0,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
theory,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
these,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
three,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
traversal,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
truth,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
tuple,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
turn,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
type,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
universal,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
until,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False,False
