scene_num,scene_title,family,group,replicate,status,palindromic,cartan_present,half_step,half_step_defect,n4_to_n5
9,Hypercube→Toroidal Chamber (4■bit Hubs),"E8/Hamming(8,4,4)",Weyl_E8,1,PROVISIONAL,False,False,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),"E8/Hamming(8,4,4)",Weyl_E8,2,NON-WORKING,False,False,True,bounds,HALF-STEP
9,Hypercube→Toroidal Chamber (4■bit Hubs),"E8/Hamming(8,4,4)",Weyl_E8,3,NON-WORKING,False,False,True,bounds,HALF-STEP
9,Hypercube→Toroidal Chamber (4■bit Hubs),"E8/Hamming(8,4,4):alt",Weyl_E8,0,NON-WORKING,False,False,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),"E8/Hamming(8,4,4):alt",Weyl_E8,1,NON-WORKING,False,False,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),"E8/Hamming(8,4,4):alt",Weyl_E8,2,NON-WORKING,False,False,True,bounds,HALF-STEP
9,Hypercube→Toroidal Chamber (4■bit Hubs),"E8/Hamming(8,4,4):alt",Weyl_E8,3,NON-WORKING,False,False,True,bounds,HALF-STEP
9,Hypercube→Toroidal Chamber (4■bit Hubs),"Leech/Golay(24,12,8)",Co0,0,NON-WORKING,False,False,True,parity,HALF-STEP
9,Hypercube→Toroidal Chamber (4■bit Hubs),"Leech/Golay(24,12,8)",Co0,1,NON-WORKING,False,True,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),"Leech/Golay(24,12,8)",Co0,2,NON-WORKING,False,True,True,parity,HALF-STEP
9,Hypercube→Toroidal Chamber (4■bit Hubs),"Leech/Golay(24,12,8)",Co0,3,NON-WORKING,False,True,True,parity,HALF-STEP
9,Hypercube→Toroidal Chamber (4■bit Hubs),"Leech/Golay(24,12,8):alt",Co1,0,NON-WORKING,False,True,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),"Leech/Golay(24,12,8):alt",Co1,1,NON-WORKING,False,True,True,parity,HALF-STEP
9,Hypercube→Toroidal Chamber (4■bit Hubs),"Leech/Golay(24,12,8):alt",Co1,2,NON-WORKING,False,True,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),"Leech/Golay(24,12,8):alt",Co1,3,NON-WORKING,False,True,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),Monster/Moonshine,Monster,0,NON-WORKING,False,True,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),Monster/Moonshine,Monster,1,NON-WORKING,False,True,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),Monster/Moonshine,Monster,2,NON-WORKING,False,False,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),Monster/Moonshine,Monster,3,NON-WORKING,False,True,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),Identity/Default,default,0,NON-WORKING,False,False,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),Identity/Default,default,1,NON-WORKING,False,False,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),Identity/Default,default,2,NON-WORKING,False,False,False,,NO
9,Hypercube→Toroidal Chamber (4■bit Hubs),Identity/Default,default,3,NON-WORKING,False,False,True,parity,HALF-STEP
10,Sound & Subharmonics Viewer (Cartan,"E8/Hamming(8,4,4)",Weyl_E8,0,NON-WORKING,False,False,False,,NO
10,Sound & Subharmonics Viewer (Cartan,"E8/Hamming(8,4,4)",Weyl_E8,1,NON-WORKING,False,False,True,bounds,HALF-STEP
10,Sound & Subharmonics Viewer (Cartan,"E8/Hamming(8,4,4)",Weyl_E8,2,NON-WORKING,False,False,True,bounds,HALF-STEP
10,Sound & Subharmonics Viewer (Cartan,"E8/Hamming(8,4,4)",Weyl_E8,3,NON-WORKING,False,False,True,bounds,HALF-STEP
10,Sound & Subharmonics Viewer (Cartan,"E8/Hamming(8,4,4):alt",Weyl_E8,0,NON-WORKING,False,False,True,commit,HALF-STEP
10,Sound & Subharmonics Viewer (Cartan,"E8/Hamming(8,4,4):alt",Weyl_E8,1,NON-WORKING,False,False,False,,NO
10,Sound & Subharmonics Viewer (Cartan,"E8/Hamming(8,4,4):alt",Weyl_E8,2,NON-WORKING,False,False,True,bounds,HALF-STEP
10,Sound & Subharmonics Viewer (Cartan,"E8/Hamming(8,4,4):alt",Weyl_E8,3,PROVISIONAL,False,False,False,,NO
10,Sound & Subharmonics Viewer (Cartan,"Leech/Golay(24,12,8)",Co0,0,NON-WORKING,False,False,False,,NO
10,Sound & Subharmonics Viewer (Cartan,"Leech/Golay(24,12,8)",Co0,1,NON-WORKING,False,False,True,parity,HALF-STEP
10,Sound & Subharmonics Viewer (Cartan,"Leech/Golay(24,12,8)",Co0,2,NON-WORKING,False,True,False,,NO
10,Sound & Subharmonics Viewer (Cartan,"Leech/Golay(24,12,8)",Co0,3,NON-WORKING,False,True,True,parity,HALF-STEP
10,Sound & Subharmonics Viewer (Cartan,"Leech/Golay(24,12,8):alt",Co1,0,NON-WORKING,False,True,False,,NO
10,Sound & Subharmonics Viewer (Cartan,"Leech/Golay(24,12,8):alt",Co1,1,NON-WORKING,False,True,False,,NO
10,Sound & Subharmonics Viewer (Cartan,"Leech/Golay(24,12,8):alt",Co1,2,NON-WORKING,False,True,False,,NO
10,Sound & Subharmonics Viewer (Cartan,"Leech/Golay(24,12,8):alt",Co1,3,NON-WORKING,False,True,False,,NO
10,Sound & Subharmonics Viewer (Cartan,Monster/Moonshine,Monster,0,NON-WORKING,False,False,False,,NO
10,Sound & Subharmonics Viewer (Cartan,Monster/Moonshine,Monster,1,NON-WORKING,False,True,False,,NO
10,Sound & Subharmonics Viewer (Cartan,Monster/Moonshine,Monster,2,NON-WORKING,False,True,False,,NO
10,Sound & Subharmonics Viewer (Cartan,Monster/Moonshine,Monster,3,NON-WORKING,False,True,False,,NO
10,Sound & Subharmonics Viewer (Cartan,Identity/Default,default,0,NON-WORKING,False,False,False,,NO
10,Sound & Subharmonics Viewer (Cartan,Identity/Default,default,1,NON-WORKING,False,False,False,,NO
10,Sound & Subharmonics Viewer (Cartan,Identity/Default,default,2,NON-WORKING,False,False,False,,NO
10,Sound & Subharmonics Viewer (Cartan,Identity/Default,default,3,NON-WORKING,False,False,True,parity,HALF-STEP
11,Primordial→EM→Thermo: Meaning■Token Safety,"E8/Hamming(8,4,4)",Weyl_E8,0,NON-WORKING,False,False,True,bounds,HALF-STEP
11,Primordial→EM→Thermo: Meaning■Token Safety,"E8/Hamming(8,4,4)",Weyl_E8,1,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"E8/Hamming(8,4,4)",Weyl_E8,2,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"E8/Hamming(8,4,4)",Weyl_E8,3,NON-WORKING,False,False,True,bounds,HALF-STEP
11,Primordial→EM→Thermo: Meaning■Token Safety,"E8/Hamming(8,4,4):alt",Weyl_E8,0,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"E8/Hamming(8,4,4):alt",Weyl_E8,1,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"E8/Hamming(8,4,4):alt",Weyl_E8,2,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"E8/Hamming(8,4,4):alt",Weyl_E8,3,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"Leech/Golay(24,12,8)",Co0,0,NON-WORKING,False,True,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"Leech/Golay(24,12,8)",Co0,1,NON-WORKING,False,True,True,parity,HALF-STEP
11,Primordial→EM→Thermo: Meaning■Token Safety,"Leech/Golay(24,12,8)",Co0,2,NON-WORKING,False,True,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"Leech/Golay(24,12,8)",Co0,3,NON-WORKING,False,True,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"Leech/Golay(24,12,8):alt",Co1,0,NON-WORKING,False,True,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"Leech/Golay(24,12,8):alt",Co1,1,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"Leech/Golay(24,12,8):alt",Co1,2,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,"Leech/Golay(24,12,8):alt",Co1,3,NON-WORKING,False,True,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,Monster/Moonshine,Monster,0,NON-WORKING,False,True,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,Monster/Moonshine,Monster,1,NON-WORKING,False,True,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,Monster/Moonshine,Monster,2,NON-WORKING,False,True,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,Monster/Moonshine,Monster,3,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,Identity/Default,default,0,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,Identity/Default,default,1,NON-WORKING,False,False,True,parity,HALF-STEP
11,Primordial→EM→Thermo: Meaning■Token Safety,Identity/Default,default,2,NON-WORKING,False,False,False,,NO
11,Primordial→EM→Thermo: Meaning■Token Safety,Identity/Default,default,3,NON-WORKING,False,False,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"E8/Hamming(8,4,4)",Weyl_E8,0,NON-WORKING,False,False,True,parity,HALF-STEP
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"E8/Hamming(8,4,4)",Weyl_E8,1,NON-WORKING,False,False,True,bounds,HALF-STEP
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"E8/Hamming(8,4,4)",Weyl_E8,2,NON-WORKING,False,False,True,metric,HALF-STEP
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"E8/Hamming(8,4,4)",Weyl_E8,3,PROVISIONAL,False,False,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"E8/Hamming(8,4,4):alt",Weyl_E8,0,NON-WORKING,False,False,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"E8/Hamming(8,4,4):alt",Weyl_E8,1,NON-WORKING,False,False,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"E8/Hamming(8,4,4):alt",Weyl_E8,2,NON-WORKING,False,False,True,bounds,HALF-STEP
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"E8/Hamming(8,4,4):alt",Weyl_E8,3,PROVISIONAL,False,False,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"Leech/Golay(24,12,8)",Co0,0,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"Leech/Golay(24,12,8)",Co0,1,NON-WORKING,False,True,True,parity,HALF-STEP
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"Leech/Golay(24,12,8)",Co0,2,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"Leech/Golay(24,12,8)",Co0,3,NON-WORKING,False,True,True,parity,HALF-STEP
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"Leech/Golay(24,12,8):alt",Co1,0,NON-WORKING,False,False,True,parity,HALF-STEP
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"Leech/Golay(24,12,8):alt",Co1,1,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"Leech/Golay(24,12,8):alt",Co1,2,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"Leech/Golay(24,12,8):alt",Co1,3,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Monster/Moonshine,Monster,0,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Monster/Moonshine,Monster,1,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Monster/Moonshine,Monster,2,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Monster/Moonshine,Monster,3,NON-WORKING,False,True,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Identity/Default,default,0,NON-WORKING,False,False,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Identity/Default,default,1,NON-WORKING,False,False,False,,NO
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Identity/Default,default,2,NON-WORKING,False,False,True,parity,HALF-STEP
12,Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,Identity/Default,default,3,NON-WORKING,False,False,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"E8/Hamming(8,4,4)",Weyl_E8,0,NON-WORKING,False,False,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"E8/Hamming(8,4,4)",Weyl_E8,1,NON-WORKING,False,False,True,parity,HALF-STEP
13,Not Lattice Flattery: Governance by Geometry,"E8/Hamming(8,4,4)",Weyl_E8,2,NON-WORKING,False,False,True,bounds,HALF-STEP
13,Not Lattice Flattery: Governance by Geometry,"E8/Hamming(8,4,4)",Weyl_E8,3,NON-WORKING,False,False,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"E8/Hamming(8,4,4):alt",Weyl_E8,0,NON-WORKING,False,False,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"E8/Hamming(8,4,4):alt",Weyl_E8,1,NON-WORKING,False,False,True,bounds,HALF-STEP
13,Not Lattice Flattery: Governance by Geometry,"E8/Hamming(8,4,4):alt",Weyl_E8,2,NON-WORKING,False,False,True,bounds,HALF-STEP
13,Not Lattice Flattery: Governance by Geometry,"E8/Hamming(8,4,4):alt",Weyl_E8,3,NON-WORKING,False,False,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"Leech/Golay(24,12,8)",Co0,0,NON-WORKING,False,False,True,parity,HALF-STEP
13,Not Lattice Flattery: Governance by Geometry,"Leech/Golay(24,12,8)",Co0,1,NON-WORKING,False,True,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"Leech/Golay(24,12,8)",Co0,2,NON-WORKING,False,True,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"Leech/Golay(24,12,8)",Co0,3,NON-WORKING,False,True,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"Leech/Golay(24,12,8):alt",Co1,0,NON-WORKING,False,True,True,parity,HALF-STEP
13,Not Lattice Flattery: Governance by Geometry,"Leech/Golay(24,12,8):alt",Co1,1,NON-WORKING,False,True,False,,NO
13,Not Lattice Flattery: Governance by Geometry,"Leech/Golay(24,12,8):alt",Co1,2,NON-WORKING,False,True,True,parity,HALF-STEP
13,Not Lattice Flattery: Governance by Geometry,"Leech/Golay(24,12,8):alt",Co1,3,NON-WORKING,False,False,False,,NO
13,Not Lattice Flattery: Governance by Geometry,Monster/Moonshine,Monster,0,NON-WORKING,False,True,False,,NO
13,Not Lattice Flattery: Governance by Geometry,Monster/Moonshine,Monster,1,NON-WORKING,False,True,False,,NO
13,Not Lattice Flattery: Governance by Geometry,Monster/Moonshine,Monster,2,NON-WORKING,False,True,False,,NO
13,Not Lattice Flattery: Governance by Geometry,Monster/Moonshine,Monster,3,NON-WORKING,False,True,False,,NO
13,Not Lattice Flattery: Governance by Geometry,Identity/Default,default,0,NON-WORKING,False,False,False,,NO
13,Not Lattice Flattery: Governance by Geometry,Identity/Default,default,1,NON-WORKING,False,False,True,parity,HALF-STEP
13,Not Lattice Flattery: Governance by Geometry,Identity/Default,default,2,NON-WORKING,False,False,False,,NO
13,Not Lattice Flattery: Governance by Geometry,Identity/Default,default,3,NON-WORKING,False,False,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","E8/Hamming(8,4,4)",Weyl_E8,0,NON-WORKING,False,False,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","E8/Hamming(8,4,4)",Weyl_E8,1,NON-WORKING,False,False,True,bounds,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","E8/Hamming(8,4,4)",Weyl_E8,2,NON-WORKING,False,False,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","E8/Hamming(8,4,4)",Weyl_E8,3,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","E8/Hamming(8,4,4):alt",Weyl_E8,0,NON-WORKING,False,False,True,commit,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","E8/Hamming(8,4,4):alt",Weyl_E8,1,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","E8/Hamming(8,4,4):alt",Weyl_E8,2,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","E8/Hamming(8,4,4):alt",Weyl_E8,3,NON-WORKING,False,False,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Leech/Golay(24,12,8)",Co0,0,NON-WORKING,False,True,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Leech/Golay(24,12,8)",Co0,1,NON-WORKING,False,True,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Leech/Golay(24,12,8)",Co0,2,NON-WORKING,False,False,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Leech/Golay(24,12,8)",Co0,3,NON-WORKING,False,True,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Leech/Golay(24,12,8):alt",Co1,0,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Leech/Golay(24,12,8):alt",Co1,1,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Leech/Golay(24,12,8):alt",Co1,2,NON-WORKING,False,True,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts","Leech/Golay(24,12,8):alt",Co1,3,NON-WORKING,False,True,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Monster/Moonshine,Monster,0,NON-WORKING,False,True,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Monster/Moonshine,Monster,1,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Monster/Moonshine,Monster,2,NON-WORKING,False,True,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Monster/Moonshine,Monster,3,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Identity/Default,default,0,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Identity/Default,default,1,NON-WORKING,False,False,False,,NO
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Identity/Default,default,2,NON-WORKING,False,False,True,parity,HALF-STEP
14,"Sandbox Red/Blue: Safety, Redaction, Receipts",Identity/Default,default,3,NON-WORKING,False,False,True,parity,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","E8/Hamming(8,4,4)",Weyl_E8,0,NON-WORKING,False,False,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","E8/Hamming(8,4,4)",Weyl_E8,1,NON-WORKING,False,False,True,parity,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","E8/Hamming(8,4,4)",Weyl_E8,2,NON-WORKING,False,False,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","E8/Hamming(8,4,4)",Weyl_E8,3,NON-WORKING,False,False,True,commit,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","E8/Hamming(8,4,4):alt",Weyl_E8,0,PROVISIONAL,False,False,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","E8/Hamming(8,4,4):alt",Weyl_E8,1,NON-WORKING,False,False,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","E8/Hamming(8,4,4):alt",Weyl_E8,2,NON-WORKING,False,False,True,parity,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","E8/Hamming(8,4,4):alt",Weyl_E8,3,NON-WORKING,False,False,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","Leech/Golay(24,12,8)",Co0,0,NON-WORKING,False,True,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","Leech/Golay(24,12,8)",Co0,1,NON-WORKING,False,False,True,parity,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","Leech/Golay(24,12,8)",Co0,2,NON-WORKING,False,True,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","Leech/Golay(24,12,8)",Co0,3,NON-WORKING,False,True,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","Leech/Golay(24,12,8):alt",Co1,0,NON-WORKING,False,True,True,parity,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","Leech/Golay(24,12,8):alt",Co1,1,NON-WORKING,False,True,True,parity,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","Leech/Golay(24,12,8):alt",Co1,2,NON-WORKING,False,True,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,","Leech/Golay(24,12,8):alt",Co1,3,NON-WORKING,False,True,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Monster/Moonshine,Monster,0,NON-WORKING,False,True,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Monster/Moonshine,Monster,1,NON-WORKING,False,True,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Monster/Moonshine,Monster,2,NON-WORKING,False,True,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Monster/Moonshine,Monster,3,NON-WORKING,False,False,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Identity/Default,default,0,NON-WORKING,False,False,True,parity,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Identity/Default,default,1,NON-WORKING,False,False,False,,NO
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Identity/Default,default,2,NON-WORKING,False,False,True,parity,HALF-STEP
15,"Capstone: Three■Track Non■Toy (Optics, DNA,",Identity/Default,default,3,NON-WORKING,False,False,False,,NO
