token,arc_hour_close_strict,arc_min_close_strict,arc_sec_close_strict,arc_loose_any,prime_top5_ge_0_60,prime_delta_mean_le_1_5,crt_any_corridor,has_any_bridge,has_residue_bridge,has_prime_tunnel,key_dispersion_W80,key_dispersion_le_1,gate_A_arc_strict,gate_B_prime,gate_C_collapse,gate_D_arc_loose_bridge,accepted,accepted_by
them,False,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
theorem,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
theory,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
these,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
three,True,False,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
traversal,False,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
truth,False,False,False,True,False,False,True,True,True,True,3,False,False,False,False,True,True,gate_D_arc_loose_bridge
tuple,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
turn,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
type,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
universal,True,False,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
until,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
used,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
validation,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
validator,True,False,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
value,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
variety,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
ve,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
vector,True,False,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
vs,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
was,True,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
weights,True,False,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
what,False,False,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
when,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
why,False,False,False,True,False,False,True,True,True,True,3,False,False,False,False,True,True,gate_D_arc_loose_bridge
will,False,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
winner,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
winners,True,False,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
work,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
would,True,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
write,False,True,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
yang-mills,False,False,True,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
year,False,False,False,True,False,False,True,True,True,True,3,False,False,False,False,True,True,gate_D_arc_loose_bridge
yes,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
you,False,True,False,True,False,False,True,True,True,True,3,False,True,False,False,True,True,gate_A_arc_strict|gate_D_arc_loose_bridge
